"Dev fold";" Tune set";" Parameters";" Tune loss";"Precise_loss"
2;104;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}";0,0004;"0.00044857092832803334"
2;105;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}";0,0001;"9.732734715247429e-05"
2;106;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,0305;"0.030509711782398977"
2;107;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}";0,0057;"0.005675270209873193"
2;108;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0011;"0.001093305301190795"
2;109;" {'lr': 0.001, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.42999999999999994, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}";0,0048;"0.004771635055811585"
2;110;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,9637;"0.9636509042037161"
2;111;" {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0007;"0.0007414293573483041"
2;112;" {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}";0,0062;"0.006230748601649937"
2;113;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0052;"0.0052142480792673794"
2;114;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}";0,0107;"0.010694111164316143"
2;115;" {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}";0,0066;"0.006587690731976181"
2;116;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0,0002;"0.00016961032049852962"
2;117;" {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0036;"0.0036263599186464775"
2;118;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0001;"7.842017389760401e-05"
2;119;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 4096}";0,9479;"0.947939047687932"
2;120;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0007;"0.0006772478518541902"
2;121;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}";0,0051;"0.005134499533788154"
2;122;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,009;"0.008960593332487502"
2;123;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0064;"0.006362496872162937"
2;124;" {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}";1,0101;"1.010135901601691"
2;125;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0004;"0.00042724921858232275"
2;126;" {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}";0,0096;"0.009585948709986712"
2;127;" {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0062;"0.006233757562432929"
2;128;" {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0003;"0.0003304836481172395"
2;129;" {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}";0,0066;"0.006568726464664857"
2;130;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0067;"0.006680753507871965"
2;131;" {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0001;"9.954200868378393e-05"
2;132;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0002;"0.00021104351693984906"
2;133;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}";0,0033;"0.0033077406576347513"
2;134;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,9455;"0.9455378682989823"
2;135;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0064;"0.006420562820398788"
2;136;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0064;"0.00638546669659646"
2;137;" {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0084;"0.008380590435607653"
2;138;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}";0,0071;"0.00711723781913813"
2;139;" {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}";0,0063;"0.006320538875450821"
2;140;" {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}";0,0068;"0.00682068191235885"
2;141;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0005;"0.00046695610676818574"
2;142;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}";0,001;"0.0010373347199914094"
2;143;" {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0052;"0.005189760073431228"
2;144;" {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0065;"0.006481645751352373"
2;145;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}";0,0016;"0.001574078865814954"
2;146;" {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,007;"0.006996820503110557"
2;147;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0002;"0.0001526953017578068"
2;148;" {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}";1,0547;"1.0546664815200002"
2;149;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}";0,0004;"0.0003500316348723381"
2;150;" {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}";0;"4.440445617977897e-05"
2;151;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}";0,0024;"0.0023658384176853454"
2;152;" {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0528;"0.0528064548577133"
2;153;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0021;"0.002107272739522159"
2;154;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}";0,0091;"0.009053611025018128"
2;155;" {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0064;"0.006426125991550323"
2;156;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}";0,0036;"0.003592087812744706"
2;157;" {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,002;"0.0019589699743511645"
2;158;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0001;"0.00013086872863105352"
2;159;" {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0021;"0.002083686192667014"
2;160;" {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0001;"0.00014811778543700807"
2;161;" {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}";0,0001;"8.214246707594659e-05"
2;162;" {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}";0,0001;"6.014414382087508e-05"
2;163;" {'lr': 0.001, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0002;"0.00020072735864424"
2;164;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}";0,0002;"0.00022630278085431966"
2;165;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}";0,0048;"0.004791057058594704"
2;166;" {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}";0,0185;"0.018473156415367203"
2;167;" {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0003;"0.0002768023405224085"
2;168;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}";0,0001;"0.0001322411331593206"
2;169;" {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}";0,9137;"0.9136800922845539"
2;170;" {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}";0,0007;"0.0006567103432883558"
2;171;" {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,001;"0.0009900312104850616"
2;172;" {'lr': 0.001, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0005;"0.0004625190738711114"
2;173;" {'lr': 0.001, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}";0,0001;"7.675277370971774e-05"
2;174;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}";0,0003;"0.0002822713010429748"
2;175;" {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}";0,9571;"0.957110229291414"
2;176;" {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}";0,0193;"0.01926658601855467"
2;177;" {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,5199;"0.5198678640942824"
2;178;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0069;"0.006919070263393223"
2;179;" {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0002;"0.00019062957711101167"
2;180;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}";0,0001;"6.562573980772868e-05"
2;181;" {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}";0,0001;"5.807375763604221e-05"
2;182;" {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}";0,0002;"0.000164113131177146"
2;183;" {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}";0,0001;"7.133861053214212e-05"
2;184;" {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0037;"0.003708800719514808"
2;185;" {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}";0,0178;"0.0177990180412675"
2;186;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}";0,0003;"0.0002871628499920725"
2;187;" {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0042;"0.004203441289351567"
2;188;" {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}";0,0007;"0.0007401672299142535"
2;189;" {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 4096}";1,1368;"1.1367824359943992"
2;190;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0268;"0.026838632594597966"
2;191;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0,0007;"0.0007180644131853784"
2;192;" {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0059;"0.005948149167172807"
2;193;" {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}";0,0133;"0.01328344444597238"
2;194;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}";0,0004;"0.0004204983798492896"
2;195;" {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}";0,0002;"0.00023141327409049203"
2;196;" {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}";0,0073;"0.0072505399155871645"
2;197;" {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}";0,0079;"0.007922799853411945"
2;198;" {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}";0,0013;"0.0012838302155662525"
2;199;" {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0061;"0.006132432737534768"
2;200;" {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}";0,0032;"0.0032327299153334216"
2;201;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}";0,0003;"0.00029596082611916294"
2;202;" {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}";0,0087;"0.008736126713062587"
2;203;" {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}";0,0084;"0.008402245370426067"
2;204;" {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}";0,004;"0.004023051592460098"
2;205;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}";0,0095;"0.009516515315657384"
2;206;" {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,0072;"0.007206774598575737"
2;207;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}";0,001;"0.0009713021388865615"
2;208;" {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}";0;"3.991931982071899e-05"
2;209;" {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}";0,0002;"0.00022503458680339942"
2;210;" {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}";0,0001;"0.00010971735326548744"
2;211;" {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}";0,0004;"0.0003565443744025144"
