Dev fold; Tune set; Parameters; Tune loss
2; 755; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}; 0.0082
2; 756; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0117
2; 757; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0035
2; 758; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}; 0.0084
2; 759; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.46499999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0040
2; 760; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}; 0.0071
2; 761; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0378
2; 762; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}; 0.0168
2; 763; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0002
2; 764; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.9564
2; 765; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0047
2; 766; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0098
2; 767; {'lr': 0.0007171428571428572, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.9738
2; 768; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0036
2; 769; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0436
2; 770; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0067
2; 771; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0034
2; 772; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.36, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0003
2; 773; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0004
2; 774; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 4096}; 0.9554
2; 775; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0056
2; 776; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0630
2; 777; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0088
2; 778; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0001
2; 779; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0075
2; 780; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.15, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}; 0.0064
2; 781; {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0012
2; 782; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0038
2; 783; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0007
2; 784; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0252
2; 785; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0044
2; 786; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0085
2; 787; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.25499999999999995, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0000
2; 788; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.0067
2; 789; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.32499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 0.0057
2; 790; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0050
2; 791; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 14}; 0.0070
2; 792; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.0014
2; 793; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0027
2; 794; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.36, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0044
2; 795; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0003
2; 796; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0003
2; 797; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0207
2; 798; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}; 0.0106
2; 799; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0033
2; 800; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0035
2; 801; {'lr': 0.0007171428571428572, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0086
2; 802; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.185, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0002
2; 803; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0070
2; 804; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0004
2; 805; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.0143
2; 806; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 1.0844
2; 807; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0037
2; 808; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0070
2; 809; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.9655
2; 810; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0104
2; 811; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.15, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0004
2; 812; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0011
2; 813; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0010
2; 814; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0040
2; 815; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.185, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0011
2; 816; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0483
2; 817; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.0129
2; 818; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.9532
2; 819; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 112}; 0.0060
2; 820; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0004
2; 821; {'lr': 0.00015142857142857145, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0000
2; 822; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.39285714285714285, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0163
2; 823; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0044
2; 824; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0001
2; 825; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0045
2; 826; {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.25, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0001
2; 827; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.42857142857142855, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.0117
2; 828; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0011
2; 829; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0001
2; 830; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.29, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0072
2; 831; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.42999999999999994, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0063
2; 832; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0004
2; 833; {'lr': 0.001, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0001
2; 834; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0034
2; 835; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0002
2; 836; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0123
2; 837; {'lr': 0.00022214285714285717, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.045, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 2048}; 0.0009
2; 838; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 839; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}; 0.0089
2; 840; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0034
2; 841; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0083
2; 842; {'lr': 0.0002928571428571429, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0002
2; 843; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0071
2; 844; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0085
2; 845; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0044
2; 846; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0117
2; 847; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.36, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0302
2; 848; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0036
2; 849; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}; 0.0062
2; 850; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0417
2; 851; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0001
2; 852; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.32499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0001
2; 853; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 1024}; 0.0050
2; 854; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0062
2; 855; {'lr': 0.0005757142857142857, 'num_layers': 2, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0001
2; 856; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0002
2; 857; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0005
2; 858; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0002
2; 859; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.29, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 512}; 0.4105
2; 860; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.25499999999999995, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 128}; 0.0001
2; 861; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0070
2; 862; {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0079
2; 863; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.39499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0028
2; 864; {'lr': 0.0006464285714285715, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0921
2; 865; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0042
2; 866; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0022
2; 867; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0053
2; 868; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 256}; 0.0034
2; 869; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}; 0.0268
2; 870; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 28}; 0.0053
2; 871; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.2857142857142857, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.9000
2; 872; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0080
2; 873; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.0, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 4096}; 0.9401
2; 874; {'lr': 0.00015142857142857145, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0003
2; 875; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}; 0.0041
2; 876; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0025
2; 877; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0066
2; 878; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.25499999999999995, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 64}; 0.0001
2; 879; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.01, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0028
