Dev fold; Tune set; Parameters; Tune loss
2; 120; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0007
2; 121; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0051
2; 122; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0090
2; 123; {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0064
2; 124; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 1.0101
2; 125; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0004
2; 126; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 112}; 0.0096
2; 127; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0062
2; 128; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.2857142857142857, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0003
2; 129; {'lr': 0.0002928571428571429, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}; 0.0066
2; 130; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.21428571428571427, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0067
2; 131; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0001
2; 132; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0002
2; 133; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0033
2; 134; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.9455
2; 135; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0064
2; 136; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.39499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0064
2; 137; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0084
2; 138; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.25, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0071
2; 139; {'lr': 0.0005757142857142857, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0063
2; 140; {'lr': 0.000505, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 28}; 0.0068
2; 141; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0005
2; 142; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 2048}; 0.0010
2; 143; {'lr': 1e-05, 'num_layers': 4, 'dropout': 0.3214285714285714, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0052
2; 144; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0065
2; 145; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 64}; 0.0016
2; 146; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0070
2; 147; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.29, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0002
2; 148; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 1.0547
2; 149; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0004
2; 150; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0000
2; 151; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.01, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.0024
2; 152; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0528
2; 153; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.0, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0021
2; 154; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.01, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 112}; 0.0091
2; 155; {'lr': 0.0003635714285714286, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0064
2; 156; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0036
2; 157; {'lr': 0.0006464285714285715, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0020
2; 158; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.3214285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0001
2; 159; {'lr': 0.0003635714285714286, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0021
2; 160; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0001
2; 161; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0001
2; 162; {'lr': 0.00022214285714285717, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}; 0.0001
2; 163; {'lr': 0.001, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.07999999999999999, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0002
2; 164; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 512}; 0.0002
2; 165; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.36, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0048
2; 166; {'lr': 0.0003635714285714286, 'num_layers': 2, 'dropout': 0.03571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.0185
2; 167; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.045, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0003
2; 168; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.01, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}; 0.0001
2; 169; {'lr': 0.0008585714285714286, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.42999999999999994, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 512, 'inner_dim': 2048}; 0.9137
2; 170; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.0, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0007
2; 171; {'lr': 0.0005757142857142857, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0010
2; 172; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.01, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0005
2; 173; {'lr': 0.001, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 256}; 0.0001
2; 174; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.32499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 128}; 0.0003
2; 175; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.39499999999999996, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 1024}; 0.9571
2; 176; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.07999999999999999, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 56}; 0.0193
2; 177; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.5199
2; 178; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.17857142857142855, 'mask_prob': 0.25499999999999995, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0069
2; 179; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0002
2; 180; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 64}; 0.0001
2; 181; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.39285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 512}; 0.0001
2; 182; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.03571428571428571, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 128}; 0.0002
2; 183; {'lr': 0.0007878571428571429, 'num_layers': 1, 'dropout': 0.42857142857142855, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 64}; 0.0001
2; 184; {'lr': 0.00022214285714285717, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.42999999999999994, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0037
2; 185; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.07999999999999999, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0178
2; 186; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0003
2; 187; {'lr': 0.00022214285714285717, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.5, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0042
2; 188; {'lr': 8.071428571428574e-05, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.045, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0007
2; 189; {'lr': 0.0004342857142857143, 'num_layers': 8, 'dropout': 0.46428571428571425, 'mask_prob': 0.25499999999999995, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 4096}; 1.1368
2; 190; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.3571428571428571, 'mask_prob': 0.07999999999999999, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0268
2; 191; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0007
2; 192; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0059
2; 193; {'lr': 1e-05, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 112}; 0.0133
2; 194; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.32499999999999996, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 256}; 0.0004
2; 195; {'lr': 0.0003635714285714286, 'num_layers': 1, 'dropout': 0.10714285714285714, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0002
2; 196; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.2857142857142857, 'mask_prob': 0.185, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0073
2; 197; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 14}; 0.0079
2; 198; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 2048}; 0.0013
2; 199; {'lr': 0.0007171428571428572, 'num_layers': 1, 'dropout': 0.0, 'mask_prob': 0.21999999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0061
2; 200; {'lr': 0.0009292857142857143, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 256}; 0.0032
2; 201; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.0003
2; 202; {'lr': 0.0007171428571428572, 'num_layers': 4, 'dropout': 0.07142857142857142, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0087
2; 203; {'lr': 8.071428571428574e-05, 'num_layers': 1, 'dropout': 0.3571428571428571, 'mask_prob': 0.29, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0084
2; 204; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.36, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 64}; 0.0040
2; 205; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.46428571428571425, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 56}; 0.0095
2; 206; {'lr': 0.0004342857142857143, 'num_layers': 4, 'dropout': 0.14285714285714285, 'mask_prob': 0.42999999999999994, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0072
2; 207; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.3214285714285714, 'mask_prob': 0.36, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 1024}; 0.0010
2; 208; {'lr': 0.000505, 'num_layers': 4, 'dropout': 0.17857142857142855, 'mask_prob': 0.185, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 1024}; 0.0000
2; 209; {'lr': 0.0009292857142857143, 'num_layers': 1, 'dropout': 0.25, 'mask_prob': 0.21999999999999997, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 128}; 0.0002
2; 210; {'lr': 0.0008585714285714286, 'num_layers': 8, 'dropout': 0.14285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 32}; 0.0001
2; 211; {'lr': 0.00015142857142857145, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.21999999999999997, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 1024}; 0.0004
2; 212; {'lr': 0.0009292857142857143, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.15, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 128}; 0.0001
2; 213; {'lr': 0.0009292857142857143, 'num_layers': 2, 'dropout': 0.5, 'mask_prob': 0.15, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0164
2; 214; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.3571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 256}; 0.0123
2; 215; {'lr': 0.0005757142857142857, 'num_layers': 8, 'dropout': 0.3214285714285714, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0061
2; 216; {'lr': 1e-05, 'num_layers': 1, 'dropout': 0.46428571428571425, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 28}; 0.1053
2; 217; {'lr': 0.0004342857142857143, 'num_layers': 2, 'dropout': 0.07142857142857142, 'mask_prob': 0.46499999999999997, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 2, 'inner_dim': 56}; 0.0058
2; 218; {'lr': 0.0008585714285714286, 'num_layers': 4, 'dropout': 0.03571428571428571, 'mask_prob': 0.11499999999999998, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 32}; 0.0116
2; 219; {'lr': 0.0006464285714285715, 'num_layers': 1, 'dropout': 0.21428571428571427, 'mask_prob': 0.045, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 28}; 0.0075
2; 220; {'lr': 1e-05, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.25499999999999995, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 128}; 0.0007
2; 221; {'lr': 0.00015142857142857145, 'num_layers': 8, 'dropout': 0.10714285714285714, 'mask_prob': 0.39499999999999996, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 8, 'inner_dim': 512}; 0.0046
2; 222; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.10714285714285714, 'mask_prob': 0.185, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 4, 'inner_dim': 256}; 0.0000
2; 223; {'lr': 0.0007878571428571429, 'num_layers': 4, 'dropout': 0.10714285714285714, 'mask_prob': 0.46499999999999997, 'upscale_dim': 128, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 1024}; 0.0042
2; 224; {'lr': 0.001, 'num_layers': 4, 'dropout': 0.5, 'mask_prob': 0.5, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 14}; 0.0062
2; 225; {'lr': 0.001, 'num_layers': 8, 'dropout': 0.07142857142857142, 'mask_prob': 0.21999999999999997, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 512}; 0.9541
2; 226; {'lr': 8.071428571428574e-05, 'num_layers': 4, 'dropout': 0.39285714285714285, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 512}; 0.0005
2; 227; {'lr': 8.071428571428574e-05, 'num_layers': 8, 'dropout': 0.42857142857142855, 'mask_prob': 0.21999999999999997, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 32}; 0.0001
2; 228; {'lr': 0.0004342857142857143, 'num_layers': 1, 'dropout': 0.2857142857142857, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0067
2; 229; {'lr': 0.000505, 'num_layers': 1, 'dropout': 0.03571428571428571, 'mask_prob': 0.29, 'upscale_dim': 64, 'batch_size': 128, 'num_heads': 64, 'inner_dim': 64}; 0.0050
2; 230; {'lr': 0.000505, 'num_layers': 8, 'dropout': 0.25, 'mask_prob': 0.32499999999999996, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 256, 'inner_dim': 512}; 0.7992
2; 231; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.5, 'mask_prob': 0.11499999999999998, 'upscale_dim': 256, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 2048}; 0.0002
2; 232; {'lr': 0.0006464285714285715, 'num_layers': 2, 'dropout': 0.3571428571428571, 'mask_prob': 0.15, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 128, 'inner_dim': 4096}; 0.0027
2; 233; {'lr': 0.0007878571428571429, 'num_layers': 8, 'dropout': 0.21428571428571427, 'mask_prob': 0.32499999999999996, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 14, 'inner_dim': 14}; 0.0061
2; 234; {'lr': 0.0008585714285714286, 'num_layers': 1, 'dropout': 0.07142857142857142, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 16, 'inner_dim': 256}; 0.0002
2; 235; {'lr': 0.0002928571428571429, 'num_layers': 1, 'dropout': 0.14285714285714285, 'mask_prob': 0.045, 'upscale_dim': 512, 'batch_size': 128, 'num_heads': 32, 'inner_dim': 2048}; 0.0010
2; 236; {'lr': 0.0007878571428571429, 'num_layers': 2, 'dropout': 0.14285714285714285, 'mask_prob': 0.39499999999999996, 'upscale_dim': 32, 'batch_size': 128, 'num_heads': 1, 'inner_dim': 32}; 0.0038
2; 237; {'lr': 0.0002928571428571429, 'num_layers': 2, 'dropout': 0.39285714285714285, 'mask_prob': 0.11499999999999998, 'upscale_dim': 14, 'batch_size': 128, 'num_heads': 7, 'inner_dim': 56}; 0.0068
